fulltext_url,title,work_url,work_type,contributor,publisher,date,type,format,extent,language,subject,spatial,is_part_of,identifier,rights,fulltext_url_text,catalogue_url
https://nla.gov.au/nla.obj-2323944618,Canberra weekly magazine.,https://trove.nla.gov.au/work/35115251,Periodical | Periodical/Newspaper,,"Fyshwick, A.C.T. : Newstate Media,",2009,,volume,v. : ill. (some col.) ; 27 cm.,,Australian | Australian newspapers -- Australian Capital Territory -- Canberra. | Canberra (A.C.T.) -- Newspapers.,u-at-ac,,AuCNLKIN: 000043954806 | OCoLC: 551073160,,National edeposit,
https://nla.gov.au/nla.obj-3065697300,Royal visit by... . Program.,https://trove.nla.gov.au/work/35166316,"Government publication | Periodical | Periodical/Journal, magazine, other",Australia. Department of the Prime Minister and Cabinet,Canberra : Dept. of Prime Minister and Cabinet.,19uu,,volume,v. ; 15-18 cm.,,"Australia -- Foreign relations -- 1945- -- Periodicals. | Australia. Department of the Prime Minister and Cabinet -- Periodicals. | Australia. Dept. of the Prime Minister and Cabinet -- Periodicals. | Royal visitors -- Australia -- Periodicals. | Visits of state -- Australia -- Handbooks, manuals, etc.",u-at---,,AuCNLKIN: 000009331959 | OCoLC: 221114021,,National Library of Australia digitised item. N 394.40994 ROY copy,
https://nla.gov.au/nla.obj-389761882,"Short account of church work, Diocese of Newcastle, ... : with subscription lists to church funds, abstract of accounts, and statistical tables.",https://trove.nla.gov.au/work/35170788,"Periodical | Periodical/Journal, magazine, other",Church of England. Diocese of Newcastle,"Newcastle, N.S.W. : The Diocese,",1868,,volume,10 v. ; 21 cm.,,Church of England in Australia and Tasmania. Diocese of Newcastle -- Periodicals. | Church of England. Diocese of Newcastle -- Periodicals.,u-at-ne,,AuCNLKIN: 000009333768 | OCoLC: 221121588,,National Library of Australia digitised item,
https://www.nla.gov.au/nla.obj-2730389204,Bulletin : the Servicewide Marketing Group newsletter.,https://trove.nla.gov.au/work/35264414,"Periodical | Periodical/Journal, magazine, other",Blue Care Marketing Group. | Blue Care. Servicewide Marketing Group.,"Delhi, India : A.K. Sharma.",199u,text,online resource | unspecified | volume,"volumes : illustrations, portriaits, ; 30 cm.",,"Aboriginal Australians -- Australia -- Victoria -- Periodicals. | Art -- Australia -- Tamworth (N.S.W.) -- Periodicals. | Australian | Australian Association for Environmental Education. Queensland Chapter -- Periodicals. | Blue Care -- Marketing -- Periodicals. | Blue Care Marketing Group -- Periodicals. | Blue Care. Servicewide Marketing Group -- Periodicals. | Blue Nursing Service -- Marketing -- Periodicals. | Blue Nursing Service. Statewide Marketing Group -- Periodicals. | Business enterprises -- Australia -- Victoria -- Geelong -- Periodicals. | CEPU. Communications Division -- Periodicals. | Cardiomyopathy Association of Australia -- Periodicals. | Cartography -- United States -- Automation -- Periodicals. | College graduates -- Employment -- Australia -- Periodicals. | Corrections -- Contracting out -- Victoria -- Periodicals. | Digital mapping -- Periodicals. | Dressage -- Queensland -- Periodicals. | Employment (Economic theory) -- Australia -- Victoria -- Geelong -- Periodicals. | Environmental education -- Queensland -- Periodicals. | Federal government -- United States -- Information services -- Periodicals. | Fiji-Australia Club -- Periodicals. | Fijians -- Queensland -- Periodicals. | Geelong Area Consultative Committee -- Periodicals. | Geographic information systems -- Periodicals. | Geographic information systems -- Standards -- Periodicals. | Heide Museum of Modern Art -- Periodicals. | Homeless persons -- Australia -- Periodicals. | Horse sports -- Queensland -- Periodicals. | Horsemanship -- Queensland -- Periodicals. | Horsham (Vic. : Rural City). Council -- Periodicals. | Job vacancies -- Australia -- Victoria -- Geelong -- Periodicals. | Kawana Sports Club -- Periodicals. | Labor unions -- Australia -- Periodicals. | Mathematics -- Periodicals. | Mathematics. | Medical Practitioners Board of Victoria -- Periodicals. | Medical laws and legislation -- Victoria -- Periodicals. | Melbourne Workers Theatre -- Periodicals. | Mineral industries -- Papua New Guinea -- Periodicals. | Mines and mineral resources -- Papua New Guinea -- Periodicals. | Montefiore Homes for the Aged -- Periodicals. | Museum of Modern Art at Heide. Friends -- Periodicals. | Myocardium -- Diseases -- Periodicals. | Occupational training -- Australia -- Evaluation -- Periodicals. | Pacific Association of Quantity Surveyors -- Periodicals. | Park Ridge Active Riding Group -- Periodicals. | Park Ridge Adult Riding Group -- Periodicals. | Physicians -- Victoria -- Periodicals. | Prison administration -- Victoria -- Periodicals. | Prisons -- Victoria -- Periodicals. | Quantity surveying -- Pacific Area -- Periodicals. | Ross House (Melbourne, Vic.) -- Periodicals. | Special education -- Queensland -- Periodicals. | Sports -- Queensland -- Kawana Waters -- Periodicals. | Statistics -- Periodicals. | Statistics. | Tamworth City Gallery -- Periodicals. | United States -- Commerce -- Information services -- Periodicals. | United States. Federal Geographic Data Committee -- Periodicals. | Universities and colleges -- Alumni and alumnae -- Australia -- Melbourne (Vic.) -- Periodicals. | University of Melbourne. Alumni Association -- Periodicals. | Vocational education -- Australia -- Evaluation -- Periodicals. | Vocational qualifications -- Australia -- Evaluation -- Periodicals. | Workers' theater -- Victoria -- Melbourne -- Periodicals.",u-at-qn,series: TD/TNC,AuCNLKIN: 000021487620 | OCoLC: 43796096,,National edeposit,
https://nla.gov.au/nla.obj-2536014489,Administration order / Administration of Nauru.,https://trove.nla.gov.au/work/35298296,"Government publication | Periodical | Periodical/Journal, magazine, other",Nauru,"[Nauru : s.n.,",19uu,,volume,v. : ill. ; 34 cm.,,Gazettes -- Nauru. | Law -- Nauru -- Periodicals. | Nauru -- Politics and government -- Periodicals.,ponu---,,AuCNLKIN: 000021505523 | OCoLC: 173412633,,National Library of Australia digitised item. Nq 354.968 NAU copy,
https://nla.gov.au/nla.obj-2685337140,The Free churchman.,https://trove.nla.gov.au/work/35313821,"Periodical | Periodical/Journal, magazine, other",Free Presbyterian Church of Australia,"Maitland, N.S.W. : Free Presbyterian Church in Australasia,",1882,,volume,v. ; 29 cm.,,Presbyterian Church -- Australia -- Periodicals. | Presbyterianism -- Australia -- Periodicals.,,,AuCNLKIN: 000021513962 | OCoLC: 222761159,,National Library of Australia digitised item. JAFq 285.0994 FRE copy,
https://nla.gov.au/nla.obj-3035408008,Ours : a paper for Australian homes.,https://trove.nla.gov.au/work/35604425,"Periodical | Periodical/Journal, magazine, other",,"Sydney,",1921,,volume,v. ; 25-28 cm.,,"Women's periodicals, Australian.",,,AuCNLKIN: 000021639188 | OCoLC: 222725043,,National Library of Australia digitised item. Nq 059.44 OUR copy,
https://www.nla.gov.au/nla.obj-2730357838,Petroleum and gas safety news.,https://trove.nla.gov.au/work/35782199,"Government publication | Periodical | Periodical/Journal, magazine, other","Queensland. Department of Natural Resources and Mines | Queensland. Department of Natural Resources, Mines and Water","[Brisbane, Qld] : Dept. of Natural Resources and Mines,",2005,,volume,v. : ill. ; 30 cm.,,Gas industry -- Queensland -- Safety measures -- Periodicals. | Petroleum industry and trade -- Queensland -- Safety measures -- Periodicals.,u-at-qn,,AuCNLKIN: 000056577543 | AuCNLKIN: 000057917266 | OCoLC: 225222847,,National edeposit,
https://nla.gov.au/nla.obj-52800335,"Passenger fares and coaching rates : to take effect on and from ... / Department of Railways, New South Wales.",https://trove.nla.gov.au/work/37982517,"Government publication | Periodical | Periodical/Journal, magazine, other",New South Wales. Department of Railways,"Sydney : Alfred James Kent,",19uu,,volume,v. ; 25 cm.,,Railroads -- Fares -- New South Wales. | Railroads -- New South Wales -- Rates.,u-at-ne,,AuCNLKIN: 000046024728 | OCoLC: 664535312,,National Library of Australia digitised item. 1936,
https://nla.gov.au/nla.obj-489814475,Conference proceedings / New South Wales Coastal Conference.,https://trove.nla.gov.au/work/38155997,"Conference Proceedings | Periodical | Periodical/Journal, magazine, other",Local Government Association of Queensland | New South Wales Coastal Conference. | SIGDOC (Conference (1990-),[Brisbane? : Local Government Association of Queensland],1991,still image | text,online resource | volume,online resource : illustrations.,,Australian | Coastal engineering -- New South Wales -- Congresses. | Coastal zone management -- New South Wales -- Congresses. | Coasts -- Environmental aspects -- New South Wales -- Congresses. | Communication -- Congresses. | Communication of technical information -- Congresses. | Communication of technical information. | Communication. | Community development -- Queensland -- Congresses. | Local government -- Queensland -- Congresses. | Technical writing -- Congresses. | Technical writing.,u-at-ne,,AuCNLKIN: 000046115147 | OCoLC: 69420124,,National Library of Australia digital collection item,
https://nla.gov.au/nla.obj-3084199111,A start in life : brighter futures newsletter.,https://trove.nla.gov.au/work/38695884,"Periodical | Periodical/Journal, magazine, other",Start in Life (charity organization),"[Sydney, N.S.W. : A Start in Life],",2010,,volume,"v. : col. ill., col. ports. ; 42 cm.",,Australian | Charities -- Australia -- Periodicals. | Child welfare -- Australia -- Periodicals. | Start in Life (Charity organization) -- Periodicals. | Start in Life (charity organization) -- Periodicals.,u-at---,,AuCNLKIN: 000046581879 | OCoLC: 703716375,,National edeposit,
https://nla.gov.au/nla.obj-2638837479,Report on the Sanitary [Sanatory] Station for the year... / Victoria. Chief Medical Officer.,https://trove.nla.gov.au/work/5260858,"Government publication | Periodical | Periodical/Journal, magazine, other",Victoria. Chief Medical Officer,"Melbourne, Vic. : Govt. Printer,",1858,,volume,v. ; 35 cm.,,Point Nepean Sanatory Station (Victoria) | Quarantine -- Victoria.,u-at-vi,,AuCNLKIN: 000007192261 | OCoLC: 220713159,,National Library of Australia digitised item. Nq 614.46 VIC copy,
https://nla.gov.au/nla.obj-19641676,Novyĭ mir. | Новый мир.,https://trove.nla.gov.au/work/5406045,"Periodical | Periodical/Journal, magazine, other","Soi︠u︡z pisateleĭ SSSR | Soi︠u︡z pisateleĭ SSSR, | Союз писателей СССР.",Moskva : Izvestii͡a Sovety deputatov Trudi͡ashchikhsi͡a SSSR. | Moskva : Izvestii︠a︡ Sovety deputatov Trudi︠a︡shchikhsi︠a︡ SSSR. | Москва : Известия Советы депутатов Трудящихся СССР,1925,text,online resource | volume,"1 online resource. | v. : ill., ports. ; 24-27 cm.",,17.81 schools in literary theory. | 18.53 Russian literature. | 4.935. | Russia. | Russian literature -- Periodicals. | Russian literature.,,,AuCNLKIN: 000003751729 | AuCNLKIN: 000022716930 | AuCNLKIN: 000059011010 | AuCNLKIN: 000059963364 | AuCNLKIN: 000075633537 | AuCNLKIN: 000075649125 | AuCNLKIN: 000075704106 | AuCNLKIN: 000075825104 | AuCNLKIN: 000075854144 | AuCNLKIN: 000075870070 | OCoLC: 1126431076 | OCoLC: 1696763 | OCoLC: 60618212 | OCoLC: 858242336,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-54033070,"Report upon the operations of the sub-departments of Aboriginals, Prisons, Government Relief, Diamantina Hospital for Chronic Diseases (South Brisbane), Jubilee Sanatorium for Consumptives (Dalby), Dunwich Benevolent Asylum, and Institution for Inebriates.",https://trove.nla.gov.au/work/5487640,"Periodical | Periodical/Journal, magazine, other",Queensland. Department of Health and Home Affairs.,Brisbane : Government Printer.,19uu,text,volume,v. ; 33 cm.,,Australia. | Queensland. Department of Health and Home Affairs -- Periodicals. | Queensland. Department of Health and Home Affairs. | Queensland. Dept. of Health and Home Affairs -- Periodicals. | Social Welfare -- Australia. | Social Welfare. | Social service -- Australia -- Periodicals. | Social welfare -- Australia -- Periodicals.,u-at---,,AuCNLKIN: 000020593098 | OCoLC: 21010266,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-448459342,Cosmos : an illustrated Australian magazine.,https://trove.nla.gov.au/work/5525160,"Periodical | Periodical/Journal, magazine, other",,"Sydney : Cosmos Magazine,",1894,,volume,5 v. : ill. ; 25 cm.,,Australian essays -- 19th century -- Periodicals.,,,AuCNLKIN: 000007244123 | OCoLC: 37164695,,"National Library of Australia digitised item. JAFp BIO 458 copy of vol. 1, no. 5 (31 January 1895)",
https://nla.gov.au/nla.obj-3050339532,Once a month : a magazine for Australasia.,https://trove.nla.gov.au/work/5525351,"Periodical | Periodical/Journal, magazine, other","Mercer, Peter, 1940-","Melbourne : William Inglis & Co.,",1884,,volume,4v. : ill. ; 25cm.,,Australian literature -- Periodicals. | Victoria -- Periodicals.,u-at---,,AuCNLKIN: 000007244154 | OCoLC: 173331668,,National Library of Australia digitised item. N 059.45 ONC copy,
https://nla.gov.au/nla.obj-3050339452,The Melbourne monthly magazine of original colonial literature.,https://trove.nla.gov.au/work/5525355,"Periodical | Periodical/Journal, magazine, other",,Melbourne.,1855,,volume,7 no. : ill. ; 23 cm.,,Australian literature -- Periodicals. | Melbourne (Vic.) -- Periodicals.,,,AuCNLKIN: 000007244155 | OCoLC: 220720719,,National Library of Australia digitised item. N 059.45 MEL copy,
https://nla.gov.au/nla.obj-3049881948,Pertinent.,https://trove.nla.gov.au/work/5525383,"Periodical | Periodical/Journal, magazine, other",,"Sydney : Pertinent Publishing Co.,",1940,text,volume,volume : illustrations ; 19-25cm. | volumes : illustrations ; 19-25cm.,,Art -- Australia -- Periodicals. | Australian literature -- Periodicals.,u-at---,,AuCNLKIN: 000007244161 | AuCNLKIN: 000060728314 | OCoLC: 174103829,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-3000083880,Adelaide punch.,https://trove.nla.gov.au/work/5526423,"Periodical | Periodical/Journal, magazine, other",,"Adelaide : W.G. Roberts,",1868,,volume,v. : ill. ; 28 cm.,,Australian wit and humor -- Periodicals.,u-at-sa,series: Borrow Collection,AuCNLKIN: 000007244346 | OCoLC: 220721732,,National Library of Australia digitised item. N 059.42 ADE copy,
https://nla.gov.au/nla.obj-448176790,Mackay's Australian almanac for ...,https://trove.nla.gov.au/work/5527002,"Periodical | Periodical/Journal, magazine, other","Ramsay, T.M.,","Melbourne : Robert Mackay,",1861,,volume,volumes : illustrations ; 19 cm.,,"Almanacs, Australian.",u-at---,,AuCNLKIN: 000007244461 | OCoLC: 220722394,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2885650322,Wragge's Australasian almanac and weather guide for land and sea.,https://trove.nla.gov.au/work/5527012,"Periodical | Periodical/Journal, magazine, other",,Brisbane : Sapsford.,1898,,volume,v. : ill. ; 19cm.,,"Almanacs, Australian. | Meteorology -- Australia.",,,AuCNLKIN: 000007244463 | OCoLC: 37165647,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-3012025505,Slater's almanac with diary.,https://trove.nla.gov.au/work/5527039,"Periodical | Periodical/Journal, magazine, other",,"Brisbane : Edwards, Dunlop & Co.,",1905,,volume,14 v. : ill. ; 22cm.,,"Almanacs, Australian -- Queensland. | Queensland -- Directories.",u-at-qn,,AuCNLKIN: 000007244466 | OCoLC: 220722410,,National Library of Australia digitised item. N 919.43 SLA copy,
https://nla.gov.au/nla.obj-2998436484,The Hobart Town almanack and Van Diemen's Land annual.,https://trove.nla.gov.au/work/5527051,"Periodical | Periodical/Journal, magazine, other","Elliston, William Gore, 1798-1872.","Hobart Town : William Gore Elliston,",1838,text,volume,1 v. : ill ; 18 cm. | 1 volumes : illustrations ; 18 cm. | v. : ill. ; 18 cm.,,"Almanacs, Australian -- Australia -- Tasmania. | Almanacs, Australian -- Periodicals. | Almanacs, Australian. | Hobart (Tas.) -- Directories. | Tasmania -- Hobart. | Tasmania -- Periodicals. | Tasmania. | Tasmanie -- Périodiques.",u-at-tm,series: Rex Nan Kivell Collection ; 2528. | series: Rex Nan Kivell Collection ; 677.,AuCNLKIN: 000006606146 | AuCNLKIN: 000007244468 | AuCNLKIN: 000052712536 | AuCNLKIN: 000055163924 | OCoLC: 220811772 | OCoLC: 37165678,,National Library of Australia digitised item. NK2528 copy,
https://nla.gov.au/nla.obj-759848737,Williams's Melbourne almanac.,https://trove.nla.gov.au/work/5527078,"Periodical | Periodical/Journal, magazine, other",,Melbourne : George Slater.,1855,,volume,volumes : illustrations ; 17 cm.,,"Almanacs, Australian -- Victoria.",u-at-vi,,AuCNLKIN: 000007244472 | OCoLC: 220722454,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-291668456,Jahrbuch uber die Evangelisch-Lutherische Mission in Neuguinea.,https://trove.nla.gov.au/work/5527823,"Periodical | Periodical/Journal, magazine, other",,New Guinea.,1925,,volume,v. ; 23cm.,,Lutheran Church -- Missions -- Periodicals. | Missions -- New Guinea -- Periodicals.,,,AuCNLKIN: 000007244632 | OCoLC: 220723128,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2999743546,Almanac for the diocese of Maitland.,https://trove.nla.gov.au/work/5528128,"Periodical | Periodical/Journal, magazine, other",Catholic Church. Diocese of Maitland (N.S.W.),"Maitland,",1901,,volume,v. : ill. ; 19cm.,,Catholic Church. Diocese of Maitland (N.S.W.) -- Periodicals.,,,AuCNLKIN: 000007244676 | OCoLC: 37166179,,National Library of Australia digitised item. FERG/313 copy,
https://nla.gov.au/nla.obj-2865779556,The Victorian congregational year book and Australasian calendar.,https://trove.nla.gov.au/work/5528282,"Periodical | Periodical/Journal, magazine, other",Congregational Union of Victoria,"Melbourne : Congregational Union,",1870,text,volume,volumes : portraits ; 17 cm.,,"Almanacs, Australian -- Victoria. | Almanacs, Australian. | Congregational Union of Victoria -- Periodicals. | Congregational churches -- Australia -- Victoria -- Periodicals. | Congregational churches -- Victoria -- Periodicals. | Congregational churches. | Victoria.",u-at---,,AuCNLKIN: 000005879656 | OCoLC: 220392550,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-87088532,War chest review.,https://trove.nla.gov.au/work/5529042,"Periodical | Periodical/Journal, magazine, other",Australian Comforts Fund | Citizens' War Chest Fund.,"Sydney : Citizens War Chest Fund, New South Wales Division of the Australian Comforts' Fund,",1918,,volume,v. : ill. ; 22 cm.,,"World War, 1914-1918 -- Civilian relief -- Australia -- Periodicals.",,,AuCNLKIN: 000007244853 | OCoLC: 37166794,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-358892258,Murray's Austral-Asiatic review.,https://trove.nla.gov.au/work/5531241,"Periodical | Periodical/Journal, magazine, other",,"Hobart Town : R.L. Murray,",1828,,volume,volumes.,,Australia -- Periodicals. | Tasmania -- Periodicals.,u-at-tm,,AuCNLKIN: 000007245253 | OCoLC: 37167339,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2942966613,The Blackwood magazine.,https://trove.nla.gov.au/work/5531614,"Microform | Periodical | Periodical/Journal, magazine, other","Blackwood, Coromandel and Belair Club. Literary Society,",,1914,still image | text,online resource,online resource : illustrations.,,Australian | Belair (S.A.) -- History -- Periodicals. | Belair (S.A.) -- Periodicals. | Blackwood (S.A.) -- History -- Periodicals. | Blackwood (S.A.) -- Periodicals. | Coromandel Valley (S.A.) -- History -- Periodicals. | Coromandel Valley (S.A.) -- Periodicals. | Eden Hills (S.A.) -- History -- Periodicals. | Eden Hills (S.A.) -- Periodicals.,u-at-sa,,AuCNLKIN: 000068005352 | OCoLC: 1199060200,,National Library of Australia digital collection item,
https://nla.gov.au/nla.obj-184529667,The Austral chronicle : a bi-weekly journal.,https://trove.nla.gov.au/work/5532444,Periodical | Periodical/Newspaper,,"[S.l.] : S.S. Austral,",1886,still image | text,volume,volumes : illustrations ; 25 cm.,,S.S. Austral (Ship) -- Periodicals. | Ship newspapers.,,,AuCNLKIN: 000007245492 | OCoLC: 220727152,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-52848757,"The Gull : a weekly newspaper published on board the 'Otago' during a four months' voyage from Glasgow to Brisbane : Also containing a complete and truthful statement of the privations and negligences experienced by the emigrants on the voyage, likewise a description of the treatment shown towards the immigrants on the voyage likewise a description of the treatment shown towards the immigrants in the depot on their arrival here, and of the manner in which government inquiries are conducted.",https://trove.nla.gov.au/work/5532969,Periodical | Periodical/Newspaper,"Cameron, Keith. | Otago (Ship)","Brisbane : Woodcock, Powell & Mellefont.",1884,,volume,"v : ill ; 22cm. | xvi, 248 p. : ill., 1 folded map ; 22cm.",,Queensland -- Emigration and immigration. | Ship newspapers.,,,AuCNLKIN: 000007245601 | AuCNLKIN: 000044757032 | AuCNLKIN: 000062984409 | OCoLC: 37168906,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-376398975,Australian cricket annual : a complete record of Australian cricket.,https://trove.nla.gov.au/work/5533107,"Periodical | Periodical/Journal, magazine, other","Davis, John C.,","Sydney : George Robertson & Co.,",1896,,volume,"volumes : illustrations, charts ; 17 x 12 cm.",,Cricket -- Australia -- Periodicals. | Cricket -- Periodicals.,u-at---,series: Evatt Collection,AuCNLKIN: 000007245628 | OCoLC: 173444621,,National Library of Australia digitised item. JAFp BIBLIO F6337a copy for 1895-1896 season,
https://nla.gov.au/nla.obj-651793918,Palestine : economic and commercial conditions in Palestine.,https://trove.nla.gov.au/work/5535074,"Periodical | Periodical/Journal, magazine, other",Great Britain. Board of Trade,London : H.M.S.O.,1927,,volume,v. ; 24cm.,,Palestine -- Commerce -- Periodicals. | Palestine -- Economic conditions -- Periodicals.,,,AuCNLKIN: 000007246000 | OCoLC: 220729584,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2397863197,Official strike bulletin.,https://trove.nla.gov.au/work/5536156,"Microform | Periodical | Periodical/Journal, magazine, other","Combined Unions Strike Committee. | Labour Daily Committee. | Moir, John Alfred, 1879-,","Brisbane : Combined Unions Strike Committee,",1912,,volume,v. : ill. ; 50cm.,,"Brisbane Tramways strike, 1912. | Electric engineering -- Periodicals. | Geology -- South Australia. | Labor movement -- Queensland -- Periodicals.",,,AuCNLKIN: 000007246203 | OCoLC: 37170457,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-3094523523,Australian housing : bulletin.,https://trove.nla.gov.au/work/5536866,"Government publication | Periodical | Periodical/Journal, magazine, other",Australia. Department of Works and Housing,"Melbourne : Dept. of Works and Housing,",1945,text,volume,17 v. : ill. ; 26 cm. | 17 volumes : illustrations ; 26 cm.,,"Architecture, Domestic -- Australia -- Periodicals. | Housing -- Australia -- Periodicals.",,,AuCNLKIN: 000004370743 | AuCNLKIN: 000053415377 | AuCNLKIN: 000060443859 | OCoLC: 37170983,,National Library of Australia digitised item. N 711.130994 AUS copy,
https://nla.gov.au/nla.obj-8419088,The Repeal : official organ of the Passive Resisters' Union.,https://trove.nla.gov.au/work/5540763,"Periodical | Periodical/Journal, magazine, other",Passive Resisters' Union.,Christchurch [N.Z.] : Edward Reginald Williams.,1913,,volume,v. ; 22 cm.,,Nonviolence -- New Zealand -- Periodicals. | Nonviolence -- Periodicals. | Passive resistance -- New Zealand -- Periodicals. | Passive resistance -- Periodicals.,u-nz---,,AuCNLKIN: 000007246841 | OCoLC: 173352978,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2841618,Official records of debates.,https://trove.nla.gov.au/work/5542881,"Periodical | Periodical/Journal, magazine, other",Federal Council of Australasia,"Hobart : Govt. Printer,",1886,,volume,8 v. ; 24 cm.,,Australia -- Constitutional history -- Periodicals. | Australia -- History -- Sources. | Constitutional history -- Australia -- Periodicals. | Federal Council of Australasia. | Federal government -- Australia -- History -- Periodicals.,u-at---,,AuCNLKIN: 000007247213 | OCoLC: 220735604,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-719534812,Manual of public examinations.,https://trove.nla.gov.au/work/5546627,"Periodical | Periodical/Journal, magazine, other",University of Sydney,Sydney : University of Sydney.,18uu,,volume,volumes : illustrations ; 22cm.,,Examinations -- New South Wales -- Questions -- Periodicals. | University of Sydney -- Examinations -- Periodicals.,u-at-ne,,AuCNLKIN: 000007248034 | OCoLC: 220739314,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-969908133,The Clayfield collegian.,https://trove.nla.gov.au/work/5547186,"Periodical | Periodical/Journal, magazine, other","Brisbane Boys' College,",Brisbane : Brisbane Boys College.,1916,text,volume,volumes ; 22-25 cm.,,Australian | Brisbane Boys' College -- Periodicals. | Brisbane Boys' College. | Schools -- Queensland -- Brisbane -- Periodicals.,u-at-qn,,AuCNLKIN: 000057911260 | OCoLC: 271640015,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-969917508,Portal.,https://trove.nla.gov.au/work/5547371,"Periodical | Periodical/Journal, magazine, other",Brisbane Boys' College,Brisbane : Brisbane Boys' College.,1916,,volume,v. ; 22-25 cm.,,Australian | Brisbane Boys' College. | High schools -- Queensland -- Brisbane -- Periodicals. | Schools -- Queensland -- Brisbane.,u-at-qn,,AuCNLKIN: 000004776089 | OCoLC: 220072651,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2967139558,Architecture : an Australasian review of architecture and the allied arts and sciences.,https://trove.nla.gov.au/work/5548256,"Periodical | Periodical/Journal, magazine, other",Board of Architects of New South Wales | Institute of Architects of New South Wales | Royal Australian Institute of Architects,"Sydney : Atkins, McQuitty Ltd.,",1917,still image | text,volume,43 volumes : illustrations ; 28 cm.,,Architecture -- Australia -- Periodicals. | Architecture -- Periodicals. | Board of Architects of New South Wales -- Periodicals. | Institute of Architects of New South Wales -- Periodicals. | Royal Australian Institute of Architects -- Periodicals.,u-at---,,AuCNLKIN: 000002837158 | AuCNLKIN: 000060728281 | OCoLC: 1004421177 | OCoLC: 173336812,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-3095194935,Australian homes.,https://trove.nla.gov.au/work/5548488,"Microform | Periodical | Periodical/Journal, magazine, other",,Melbourne : Ramsay Publishing.,1927,still image | text,volume,v. : ill. ; 30cm.,,"Architecture -- Australia -- Periodicals. | Architecture, Domestic -- Australia -- Periodicals. | Architecture, Domestic -- Periodicals. | Interior decoration -- Australia -- Periodicals.",,,AuCNLKIN: 000007248493 | OCoLC: 37164239,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-890736639,ABC weekly / Australian Broadcasting Commission.,https://trove.nla.gov.au/work/5550102,"Microform | Periodical | Periodical/Journal, magazine, other",Australian Broadcasting Commission,"Sydney : ABC,",1939,still image | text,online resource | volume,1 online resource : illustrations. | v. : ill. ; 29cm.,,Australian Broadcasting Commission -- Periodicals. | Australian periodicals -- New South Wales -- Sydney. | Radio programs -- Australia -- Periodicals. | Sydney (N.S.W.) -- Periodicals. | Television programs -- Australia -- Periodicals.,u-at--- | u-at-ne,series: Digitised newspapers and more.,AuCNLKIN: 000007248849 | AuCNLKIN: 000066472571 | OCoLC: 1137028957 | OCoLC: 37165046,,"Issues available online Vol. 1, no. 1 (1939)-v. 21, no. 42 (1959) | National Library of Australia digitised item",
https://nla.gov.au/nla.obj-3050339619,The Peoples poetry.,https://trove.nla.gov.au/work/5551582,"Periodical | Periodical/Journal, magazine, other","People's Poetry Group (Sydney, N.S.W.)","Sydney : The People's Poetry Group,",1939,,volume,4 v. ; 22cm.,,Australian poetry -- Periodicals.,,,AuCNLKIN: 000007249154 | OCoLC: 37165780,,National Library of Australia digitised item. N 821.05 A PEO copy,
https://nla.gov.au/nla.obj-498526323,Lilley's magazine.,https://trove.nla.gov.au/work/5551708,"Periodical | Periodical/Journal, magazine, other","Lilley, Norman.","Sydney : Lilley's Magazine,",1911,,volume,"v. : ill., ports. ; 23 cm.",,Australian literature -- Periodicals. | Australian periodicals.,,,AuCNLKIN: 000007249182 | OCoLC: 220744659,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-324490547,Frank Clune's adventure magazine.,https://trove.nla.gov.au/work/5551773,"Periodical | Periodical/Journal, magazine, other","Clune, Frank, 1893-1971.",Sydney : Allied Authors and Artists.,1948,,volume,1 v. : ill. ; 25cm.,,Australian literature -- Periodicals.,,,AuCNLKIN: 000007249193 | OCoLC: 220744703,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-1389135662,"The New South Wales magazine, or, Journal of general politics, literature, science, and the arts.",https://trove.nla.gov.au/work/5553137,"Microform | Periodical | Periodical/Journal, magazine, other",,"Sydney : Printed by James Reading [for Thomas Henry Brain],",1843,still image | text,volume,11 numbers : illustrations ; 23 cm.,,"Mitchell, David Scott, 1836-1907 -- Books and reading. | New South Wales -- Periodicals.",,,AuCNLKIN: 000007249456 | OCoLC: 37166607,,National Library of Australia digitised item,
